report_date,tBalance,yBalance,total_purchase_amt,direct_purchase_amt,purchase_bal_amt,purchase_bank_amt,total_redeem_amt,consume_amt,transfer_amt,tftobal_amt,tftocard_amt,share_amt,category1,category2,category3,category4,active_users,purchase_users,redeem_users,date,weekday,day,month,is_weekend,is_month_start,is_month_end,days_to_month_end,purchase,redeem,avg_purchase_per_user,avg_redeem_per_user,mfd_daily_yield,mfd_7daily_yield,Interest_O_N,Interest_1_W,Interest_2_W,Interest_1_M,Interest_3_M,Interest_6_M,Interest_9_M,Interest_1_Y
20130719,687931077,663495722,33680124,33603190,25296006,8307184,9244769,1204252,8040517,8040517,0,76934,713031.0,140760.0,0.0,350461.0,788,624,81,2013-07-19,4,19,7,0,0,0,12,33680124,9244769,53974.557692307695,114132.95061728395,1.2032,4.518,3.04,3.745,4.057,4.669,4.6525,4.2173,4.27,4.4
20130720,703769013,687931077,20439079,20360981,14965131,5395850,4601143,1780862,2820281,2820281,0,78098,229770.0,376900.0,0.0,1174192.0,810,633,62,2013-07-20,5,20,7,1,0,0,11,20439079,4601143,32289.224328594,74211.98387096774,1.1964,4.494,,,,,,,,
20130721,722230076,703769013,21142394,21064648,14155152,6909496,2681331,761299,1920032,1920032,0,77746,100000.0,26681.0,0.0,634618.0,817,625,63,2013-07-21,6,21,7,1,0,0,10,21142394,2681331,33827.8304,42560.80952380953,1.1962,4.471,,,,,,,,
20130722,743534705,722230076,40448896,40374049,33166661,7207388,19144267,605231,18539036,18539036,0,74847,20220.0,64584.0,0.0,520427.0,840,638,73,2013-07-22,0,22,7,0,0,0,9,40448896,19144267,63399.52351097178,262250.23287671234,1.1547,4.447,3.1035,3.925,4.099,4.806,4.6515,4.2173,4.27,4.4
20130723,777266801,743534705,58136147,58056583,48105087,9951496,24404051,2173231,22230820,22230820,0,79564,483047.0,2000.0,0.0,1688184.0,869,645,72,2013-07-23,1,23,7,0,0,0,8,58136147,24404051,90133.56124031008,338945.15277777775,1.1826,4.426,3.1355,3.959,4.11,4.99,4.6517,4.2173,4.27,4.4
20130724,789430727,777266801,48422518,48337561,38512434,9825127,36258592,712047,35546545,35546545,0,84957,320000.0,12669.0,0.0,379378.0,885,689,88,2013-07-24,2,24,7,0,0,0,7,48422518,36258592,70279.41654571843,412029.45454545453,1.1805,4.424,3.23,4.011,4.131,5.293,4.661,4.2189,4.27,4.4
20130725,808651309,789430727,57433418,57347209,42064761,15282448,38212836,1557611,36655225,36655225,0,86209,526800.0,183410.0,0.0,847401.0,906,703,98,2013-07-25,3,25,7,0,0,0,6,57433418,38212836,81697.60739687056,389926.89795918367,1.1645,4.411,3.3495,4.132,4.258,5.468,4.6601,4.2185,4.27,4.4
20130726,814180757,808651309,44721817,44633279,33299638,11333641,39192369,1035450,38156919,38156919,0,88538,469737.0,48517.0,0.0,517196.0,925,708,80,2013-07-26,4,26,7,0,0,0,5,44721817,39192369,63166.4081920904,489904.6125,1.1777,4.397,3.55,4.351,4.62,5.722,4.667,4.2189,4.27,4.4
20130727,816316315,814180757,17194451,17102400,10482577,6619823,15058893,1922114,13136779,13136779,0,92051,1005922.0,58834.0,0.0,857358.0,918,707,76,2013-07-27,5,27,7,1,0,0,4,17194451,15058893,24320.298444130127,198143.32894736843,1.1728,4.384,,,,,,,,
20130728,844888486,816316315,36255382,36164421,32964064,3200357,7683211,1161872,6521339,6521339,0,90961,551807.0,27184.0,0.0,582881.0,936,716,72,2013-07-28,6,28,7,1,0,0,3,36255382,7683211,50636.00837988827,106711.26388888889,1.1726,4.371,,,,,,,,
20130729,879801198,844888486,53512076,53423360,41820041,11603319,18599364,1202332,17397032,17397032,0,88716,559277.0,121890.0,0.0,521165.0,952,716,80,2013-07-29,0,29,7,0,0,0,2,53512076,18599364,74737.53631284916,232492.05,1.1515,4.369,3.703,5.057,5.5,5.988,4.671,4.2201,4.27,4.4
20130730,914233859,879801198,47481243,47387817,33779762,13608055,13048582,1318647,11729935,11729935,0,93426,510220.0,88782.0,0.0,719645.0,970,726,79,2013-07-30,1,30,7,0,0,0,1,47481243,13048582,65401.16115702479,165171.92405063292,1.1958,4.377,3.641,4.972,5.34,5.889,4.667,4.2203,4.27,4.4
20130731,959269456,914233859,54569637,54465204,46575247,7889957,9534040,1191442,8342598,8342598,0,104433,651652.0,68160.0,0.0,471630.0,977,764,92,2013-07-31,2,31,7,0,0,1,0,54569637,9534040,71426.22643979058,103630.86956521739,1.2088,4.392,3.699,4.971,5.453,5.34,4.6645,4.2199,4.27,4.4
20130801,993774950,959269456,53369962,53261431,29717147,23544284,18864468,1935577,16928891,16928891,0,108531,897850.0,156126.0,0.0,881601.0,990,766,86,2013-08-01,3,1,8,0,1,0,30,53369962,18864468,69673.57963446475,219354.27906976745,1.2026,4.413,3.549,4.545,5.36,4.846,4.6635,4.2193,4.27,4.4
20130802,991688717,993774950,38064536,37949861,25198904,12750957,40150769,1140935,39009834,39009834,0,114675,130341.0,295063.0,0.0,715531.0,1011,782,103,2013-08-02,4,2,8,0,0,0,29,38064536,40150769,48675.877237851666,389813.2912621359,1.222,4.437,3.2539,4.314,4.55,4.642,4.6595,4.2198,4.27,4.4
20130803,992582709,991688717,21595789,21479421,10093238,11386183,20701797,1725397,18976400,18976400,0,116368,1029086.0,69092.0,0.0,627219.0,1011,778,78,2013-08-03,5,3,8,1,0,0,28,21595789,20701797,27758.083547557842,265407.6538461539,1.2154,4.46,,,,,,,,
20130804,1030063998,992582709,45745254,45630463,41159712,4470751,8263965,1389042,6874923,6874923,0,114791,591302.0,106568.0,0.0,691172.0,1027,774,77,2013-08-04,6,4,8,1,0,0,27,45745254,8263965,59102.395348837206,107324.22077922078,1.2152,4.483,,,,,,,,
20130805,1057898694,1030063998,43632203,43520180,18112798,25407382,15797507,1757807,14039700,14039700,0,112023,583097.0,150694.0,0.0,1024016.0,1045,777,98,2013-08-05,0,5,8,0,0,0,26,43632203,15797507,56154.70141570141,161199.05102040817,1.1875,4.503,3.1,4.356,4.31,4.575,4.655,4.2198,4.27,4.4
20130806,1092363491,1057898694,50866184,50749514,38122413,12627101,16401387,2956008,13445379,13445379,0,116670,1331960.0,417870.0,0.0,1206178.0,1061,791,102,2013-08-06,1,6,8,0,0,0,25,50866184,16401387,64306.174462705436,160797.91176470587,1.204,4.507,3.1,4.066,4.549,4.6005,4.6538,4.2193,4.27,4.4
20130807,1106562866,1092363491,43908081,43781998,29774898,14007100,29708706,1552975,28155731,28155731,0,126083,417462.0,261378.0,0.0,874135.0,1084,831,102,2013-08-07,2,7,8,0,0,0,24,43908081,29708706,52837.64259927798,291261.82352941175,1.2118,4.509,3.1005,3.873,4.361,4.58,4.6515,4.2197,4.27,4.4
20130808,1121504665,1106562866,44493490,44364177,32476695,11887482,29551691,1136867,28414824,28414824,0,129313,321867.0,86103.0,0.0,728897.0,1095,831,96,2013-08-08,3,8,8,0,0,0,23,44493490,29551691,53542.10589651023,307830.1145833333,1.2155,4.516,3.1641,3.7585,4.42,4.595,4.6504,4.2198,4.27,4.4
20130809,1124798836,1121504665,33425186,33294291,26619531,6674760,30131015,3500833,26630182,26630182,0,130895,2442888.0,153280.0,0.0,904665.0,1102,839,102,2013-08-09,4,9,8,0,0,0,22,33425186,30131015,39839.31585220501,295402.10784313723,1.2174,4.513,2.914,3.64,4.3,4.535,4.6501,4.2198,4.27,4.4
20130810,1118799735,1124798836,20615307,20482505,15003071,5479434,26614408,1290443,25323965,25323965,0,132802,722889.0,168430.0,0.0,399124.0,1104,836,65,2013-08-10,5,10,8,1,0,0,21,20615307,26614408,24659.458133971293,409452.43076923076,1.2128,4.512,,,,,,,,
20130811,1158946598,1118799735,55519543,55388879,49401320,5987559,15372680,925608,14447072,14447072,0,130664,126543.0,151160.0,0.0,647905.0,1117,844,83,2013-08-11,6,11,8,1,0,0,20,55519543,15372680,65781.4490521327,185213.01204819276,1.2126,4.511,,,,,,,,
20130812,1224880431,1158946598,94520502,94394024,77433832,16960192,28586669,2062992,26523677,26523677,0,126478,1409937.0,208170.0,0.0,444885.0,1135,848,84,2013-08-12,0,12,8,0,0,0,19,94520502,28586669,111462.85613207547,340317.4880952381,1.1886,4.511,2.9645,3.648,4.168,4.5,4.65,4.22,4.27,4.4
20130813,1244810922,1224880431,48720919,48590757,28460439,20130318,28790328,3646077,25144251,25144251,0,130162,1782390.0,72720.0,0.0,1790967.0,1158,866,95,2013-08-13,1,13,8,0,0,0,18,48720919,28790328,56259.72170900693,303056.0842105263,1.2143,4.517,3.2253,3.702,4.16,4.524,4.65,4.2198,4.27,4.4
20130814,1260320406,1244810922,30541167,30394880,22991641,7403239,15031683,2060843,12970840,12970840,0,146287,289344.0,841860.0,0.0,929639.0,1167,892,107,2013-08-14,2,14,8,0,0,0,17,30541167,15031683,34238.976457399105,140483.01869158878,1.2201,4.521,3.435,3.855,4.16,4.505,4.65,4.2198,4.27,4.4
20130815,1250082301,1260320406,42421222,42271280,30267955,12003325,52659327,6412165,46247162,46247162,0,149942,5159036.0,236717.0,0.0,1016412.0,1174,900,102,2013-08-15,3,15,8,0,0,0,16,42421222,52659327,47134.69111111111,516267.9117647059,1.2184,4.523,3.283,3.994,4.119,4.517,4.6502,4.2198,4.27,4.4
20130816,1258025993,1250082301,41683536,41535972,29961502,11574470,33739844,1588741,32151103,32151103,0,147564,153854.0,113378.0,0.0,1321509.0,1180,914,105,2013-08-16,4,16,8,0,0,0,15,41683536,33739844,45605.619256017504,321331.8476190476,1.219,4.524,3.209,3.772,3.823,4.56,4.6503,4.2198,4.27,4.4
20130817,1271021529,1258025993,17670519,17522875,10792404,6730471,4674983,1555761,3119222,3119222,0,147644,733014.0,443937.0,0.0,378810.0,1183,919,78,2013-08-17,5,17,8,1,0,0,14,17670519,4674983,19227.985854189337,59935.679487179485,1.215,4.525,,,,,,,,
20130818,1315506321,1271021529,59703092,59555804,48363051,11192753,15218300,1049130,14169170,13607144,562026,147288,248919.0,17600.0,0.0,782611.0,1203,919,89,2013-08-18,6,18,8,1,0,0,13,59703092,15218300,64965.27965179543,170992.1348314607,1.2148,4.526,,,,,,,,
20130819,1396351270,1315506321,109184209,109039743,93558910,15480833,28339260,2827001,25512259,24585884,926375,144466,1199195.0,326877.0,0.0,1300929.0,1202,911,100,2013-08-19,0,19,8,0,0,0,12,109184209,28339260,119850.94291986828,283392.6,1.1987,4.532,3.403,4.092,5.156,4.925,4.6573,4.2198,4.27,4.4
20130820,1419895554,1396351270,53675509,53525266,32336915,21188351,30131225,2331156,27800069,22614527,5185542,150243,882520.0,178236.0,0.0,1270400.0,1226,923,106,2013-08-20,1,20,8,0,0,0,11,53675509,30131225,58153.3141928494,284256.8396226415,1.2288,4.54,3.854,4.428,5.467,5.218,4.6636,4.2198,4.2701,4.4
20130821,1428096658,1419895554,38184446,38016570,22840717,15175853,29983342,1487466,28495876,28056688,439188,167876,565500.0,428944.0,0.0,493022.0,1224,950,94,2013-08-21,2,21,8,0,0,0,10,38184446,29983342,40194.15368421053,318971.72340425535,1.2307,4.545,3.517,4.219,5.4,5.04,4.658,4.2198,4.27,4.4
20130822,1492226723,1428096658,89130737,88961196,75601493,13359703,25000672,2011337,22989335,4751853,18237482,169541,194769.0,303499.0,0.0,1513069.0,1251,976,105,2013-08-22,3,22,8,0,0,0,9,89130737,25000672,91322.47643442624,238101.6380952381,1.2187,4.546,3.357,4.115,5.046,4.968,4.662,4.2198,4.27,4.4
20130823,1504424975,1492226723,37878575,37707135,21923609,15783526,25680323,2928413,22751910,16963681,5788229,171440,1548371.0,269650.0,0.0,1110392.0,1266,971,121,2013-08-23,4,23,8,0,0,0,8,37878575,25680323,39009.86096807415,212234.0743801653,1.2236,4.548,3.265,4.149,5.171,5.016,4.662,4.2198,4.27,4.4
20130824,1534475645,1504424975,44367268,44188538,32022342,12166196,14316598,3151997,11164601,5951141,5213460,178730,1213141.0,232702.0,0.0,1706154.0,1261,974,96,2013-08-24,5,24,8,1,0,0,7,44367268,14316598,45551.60985626283,149131.22916666666,1.2204,4.551,,,,,,,,
20130825,1559664125,1534475645,43306288,43128521,28531519,14597002,18117808,1946279,16171529,8774008,7397521,177767,1197869.0,255174.0,0.0,493236.0,1276,975,84,2013-08-25,6,25,8,1,0,0,6,43306288,18117808,44416.70564102564,215688.19047619047,1.2202,4.554,,,,,,,,
20130826,1613522680,1559664125,74496541,74325753,50885562,23440191,20637986,3918170,16719816,7070763,9649053,170788,1767149.0,1293550.0,0.0,857471.0,1294,976,125,2013-08-26,0,26,8,0,0,0,5,74496541,20637986,76328.4231557377,165103.888,1.185,4.546,3.037,4.023,5.196,5.007,4.6619,4.2198,4.2701,4.4
20130827,1598653075,1613522680,45268028,45089370,33855884,11233486,60137633,1713586,58424047,5683840,52740207,178658,590630.0,50648.0,0.0,1072308.0,1310,991,113,2013-08-27,1,27,8,0,0,0,4,45268028,60137633,45679.14026236125,532191.4424778761,1.2131,4.538,3.006,4.209,5.382,4.974,4.6609,4.2198,4.2701,4.4
20130828,1611558533,1598653075,46602319,46414328,26923896,19490432,33696861,3193850,30503011,27302135,3200876,187991,1936794.0,98478.0,0.0,1158578.0,1321,1020,123,2013-08-28,2,28,8,0,0,0,3,46602319,33696861,45688.54803921569,273958.2195121951,1.213,4.528,3.098,4.259,5.015,4.929,4.6586,4.2198,4.2701,4.4
20130829,1623132231,1611558533,47518666,47312464,36868023,10444441,35944968,9618879,26326089,6450910,19875179,206202,221154.0,7800263.0,0.0,1597462.0,1338,1039,111,2013-08-29,3,29,8,0,0,0,2,47518666,35944968,45735.000962463906,323828.54054054053,1.3194,4.583,2.957,4.318,4.4,4.903,4.658,4.2198,4.2701,4.4
20130830,1658990323,1623132231,56488844,56266206,37466526,18799680,20630752,7687108,12943644,6673809,6269835,222638,1390412.0,5335986.0,0.0,960710.0,1347,1052,116,2013-08-30,4,30,8,0,0,0,1,56488844,20630752,53696.619771863116,177851.3103448276,1.4113,4.686,3.034,3.7355,4.311,4.805,4.6572,4.2198,4.2701,4.4
20130831,1684633610,1658990323,47655303,47459849,25669538,21790311,22012016,3582164,18429852,16052130,2377722,195454,2302440.0,254884.0,0.0,1024840.0,1366,1050,101,2013-08-31,5,31,8,1,0,1,0,47655303,22012016,45386.002857142856,217940.75247524751,1.2201,4.685,,,,,,,,
20130901,1681533463,1684633610,56239802,56045782,36564187,19481595,59339949,8984938,50355011,4349781,46005230,194020,3077249.0,4583852.0,0.0,1323837.0,1381,1053,127,2013-09-01,6,1,9,1,1,0,29,56239802,59339949,53409.11870845204,467243.6929133858,1.2199,4.685,,,,,,,,
20130902,1804592678,1681533463,140844739,140622201,103991419,36630782,17785524,4903664,12881860,6708784,6173076,222538,3306506.0,636750.0,0.0,960408.0,1410,1062,131,2013-09-02,0,2,9,0,0,0,28,140844739,17785524,132622.1647834275,135767.35877862596,1.4475,4.829,3.0188,3.742,4.15,4.6,4.6561,4.2198,4.2701,4.4
20130903,1845772414,1804592678,80507880,80314060,51070577,29243483,39328144,3826502,35501642,13629313,21872329,193820,2504828.0,45006.0,0.0,1276668.0,1412,1065,108,2013-09-03,1,3,9,0,0,0,27,80507880,39328144,75594.25352112677,364149.48148148146,1.2339,4.84,3.0006,3.75,3.763,4.523,4.6558,4.2198,4.2701,4.4
20130904,1851686522,1845772414,33366708,33149101,22039123,11109978,27452600,5123201,22329399,4079727,18249672,217607,3046382.0,662130.0,0.0,1414689.0,1419,1101,131,2013-09-04,2,4,9,0,0,0,26,33366708,27452600,30305.820163487737,209561.8320610687,1.2349,4.852,3.005,3.498,3.747,4.581,4.6566,4.2198,4.2701,4.4
20130905,1868602123,1851686522,38716505,38491932,18051917,20440015,21800904,4026090,17774814,5870621,11904193,224573,2333203.0,549920.0,0.0,1142967.0,1429,1108,122,2013-09-05,3,5,9,0,0,0,25,38716505,21800904,34942.6940433213,178695.9344262295,1.2374,4.807,2.89,3.456,3.705,4.574,4.6566,4.22,4.2703,4.4
20130906,1874107406,1868602123,38923186,38648043,17570388,21077655,33417903,2960086,30457817,16081369,14376448,275143,98699.0,330910.0,0.0,2530477.0,1440,1120,104,2013-09-06,4,6,9,0,0,0,24,38923186,33417903,34752.84464285714,321325.9903846154,1.5058,4.859,2.95,3.469,3.716,4.484,4.6573,4.2198,4.27,4.4
20130907,1887839165,1874107406,34076183,33848786,19377542,14471244,20344424,4674119,15670305,8126616,7543689,227397,3108803.0,437665.0,0.0,1127651.0,1445,1121,107,2013-09-07,5,7,9,1,0,0,23,34076183,20344424,30398.022301516503,190134.80373831774,1.2415,4.87,,,,,,,,
20130908,1911716952,1887839165,38796909,38571047,23022708,15548339,14919122,3458751,11460371,6590099,4870272,225862,1999704.0,67000.0,0.0,1392047.0,1456,1112,105,2013-09-08,6,8,9,1,0,0,22,38796909,14919122,34889.30665467626,142086.87619047618,1.2381,4.88,,,,,,,,
20130909,1915408239,1911716952,49312473,49051334,28145783,20905551,45621186,5640803,39980383,22470137,17510246,261139,2374201.0,723575.0,0.0,2543027.0,1478,1128,160,2013-09-09,0,9,9,0,0,0,21,49312473,45621186,43716.73138297872,285132.4125,1.44,4.876,2.92,3.554,3.714,4.598,4.6564,4.2198,4.27,4.4
20130910,1972964019,1915408239,94684143,94427415,59214774,35212641,37128363,4737939,32390424,14101974,18288450,256728,2799147.0,280850.0,0.0,1657942.0,1484,1134,137,2013-09-10,1,10,9,0,0,0,20,94684143,37128363,83495.71693121693,271009.9489051095,1.4214,4.979,2.8955,3.625,3.746,4.862,4.6549,4.2198,4.27,4.4
20130911,2000234396,1972964019,98944459,98709145,71068310,27640835,71674082,4887487,66786595,8915582,57871013,235314,3218626.0,318332.0,0.0,1350529.0,1505,1156,143,2013-09-11,2,11,9,0,0,0,19,98944459,71674082,85592.09256055363,501217.3566433566,1.2527,4.989,3.014,3.482,3.767,5.138,4.6559,4.2198,4.27,4.4
20130912,2023660860,2000234396,68573684,68334304,43875535,24458769,45147220,6134732,39012488,6425604,32586884,239380,3355912.0,780960.0,0.0,1997860.0,1513,1155,144,2013-09-12,3,12,9,0,0,0,18,68573684,45147220,59371.15497835498,313522.3611111111,1.2598,5.001,2.967,3.494,3.8,5.374,4.6563,4.2198,4.27,4.4
20130913,2034804131,2023660860,71655946,71385620,41601351,29784269,60512675,6513431,53999244,23753632,30245612,270326,4713046.0,433663.0,0.0,1366722.0,1514,1180,140,2013-09-13,4,13,9,0,0,0,17,71655946,60512675,60725.377966101696,432233.39285714284,1.3805,4.932,2.979,3.57,3.852,5.4834,4.6571,4.22,4.27,4.4
20130914,2029466914,2034804131,30975443,30726657,14850336,15876321,36312660,2449865,33862795,9025416,24837379,248786,1076995.0,145605.0,0.0,1227265.0,1516,1166,107,2013-09-14,5,14,9,1,0,0,16,30975443,36312660,26565.560034305316,339370.6542056075,1.2613,4.943,,,,,,,,
20130915,2041505882,2029466914,37059683,36813279,22142657,14670622,25020715,2993592,22027123,15270867,6756256,246404,971109.0,166305.0,0.0,1856178.0,1534,1167,129,2013-09-15,6,15,9,1,0,0,15,37059683,25020715,31756.369323050556,193959.03100775194,1.2611,4.956,,,,,,,,
20130916,2157977503,2041505882,161656210,161382323,134330619,27051704,45184589,4585488,40599101,10354185,30244916,273887,919927.0,1207490.0,0.0,2458071.0,1559,1170,128,2013-09-16,0,16,9,0,0,0,14,161656210,45184589,138167.70085470084,353004.6015625,1.4143,4.942,3.008,3.469,3.592,5.67,4.6569,4.22,4.27,4.4
20130917,2175921520,2157977503,76204815,75960756,50504307,25456449,58260798,3075100,55185698,18859824,36325874,244059,1426945.0,545910.0,0.0,1102245.0,1569,1158,129,2013-09-17,1,17,9,0,0,0,13,76204815,58260798,65807.26683937824,451634.0930232558,1.2495,4.848,3.493,3.583,3.64,5.836,4.6579,4.22,4.27,4.4
20130918,2171644907,2175921520,42926608,42645589,27232465,15413124,47203221,2788140,44415081,23818473,20596608,281019,1007160.0,269990.0,0.0,1510990.0,1569,1204,143,2013-09-18,2,18,9,0,0,0,12,42926608,47203221,35653.32890365449,330092.45454545453,1.3366,4.894,3.557,3.749,3.9325,5.913,4.6584,4.22,4.27,4.4
20130919,2185004443,2171644907,24778048,24509091,12890601,11618490,11418512,2197881,9220631,6772365,2448266,268957,616026.0,309000.0,0.0,1272855.0,1567,1190,108,2013-09-19,3,19,9,0,0,0,11,24778048,11418512,20821.889075630254,105726.96296296296,1.2594,4.893,,,,,,,,
20130920,2198181951,2185004443,28365762,28094290,18054480,10039810,15188254,2462918,12725336,3457926,9267410,271472,496242.0,928200.0,0.0,1038476.0,1584,1206,102,2013-09-20,4,20,9,0,0,0,10,28365762,15188254,23520.532338308458,148904.45098039217,1.2592,4.827,,,,,,,,
20130921,2203992112,2198181951,32406340,32133842,18601415,13532427,26596179,2655841,23940338,17880107,6060231,272498,1437726.0,467430.0,0.0,750685.0,1587,1206,123,2013-09-21,5,21,9,1,0,0,9,32406340,26596179,26870.928689883913,216229.0975609756,1.2569,4.825,,,,,,,,
20130922,2223544226,2203992112,67514169,67243692,36029859,31213833,47962055,4795752,43166303,22340098,20826205,270477,1908203.0,936280.0,0.0,1951269.0,1592,1209,163,2013-09-22,6,22,9,1,0,0,8,67514169,47962055,55842.98511166253,294245.736196319,1.2567,4.822,3.573,3.991,4.007,5.948,4.6617,4.22,4.27,4.4
20130923,2219916507,2223544226,54658160,54396879,22328835,32068044,58285879,13664826,44621053,30024517,14596536,261281,8130005.0,2411151.0,0.0,3123670.0,1616,1210,154,2013-09-23,0,23,9,0,0,0,7,54658160,58285879,45172.03305785124,378479.7337662338,1.2346,4.724,3.815,4.232,4.35,6.004,4.6717,4.22,4.27,4.4
